dbms,label,iteration,execution_time,response_time
aquery,tenpercent_index,2,0.020000,0.153000
aquery,tenpercent_index,3,0.018000,0.123000
aquery,tenpercent_index,4,0.020000,0.219000
aquery,tenpercent_index,5,0.018000,0.125000
aquery,tenpercent_index,6,0.020000,0.126000
aquery,tenpercent_index,7,0.020000,0.131000
aquery,tenpercent_index,8,0.018000,0.125000
aquery,tenpercent_index,9,0.020000,0.140000
aquery,tenpercent_index,10,0.019000,0.133000
aquery,tenpercent_index,11,0.019000,0.130000
aquery,tenpercent_scan,1,0.019000,0.133000
aquery,tenpercent_scan,2,0.020000,0.226000
aquery,tenpercent_scan,3,0.019000,0.124000
aquery,tenpercent_scan,4,0.019000,0.132000
aquery,tenpercent_scan,5,0.020000,0.133000
aquery,tenpercent_scan,6,0.017000,0.126000
aquery,tenpercent_scan,7,0.020000,0.130000
aquery,tenpercent_scan,8,0.019000,0.130000
aquery,tenpercent_scan,9,0.019000,0.129000
aquery,tenpercent_scan,10,0.018000,0.131000
aquery,tenpercent_scan,11,0.020000,0.135000
aquery,twentypercent_index,1,0.018000,0.126000
aquery,twentypercent_index,2,0.019000,0.127000
aquery,twentypercent_index,3,0.019000,0.133000
aquery,twentypercent_index,4,0.019000,0.130000
aquery,twentypercent_index,5,0.019000,0.128000
aquery,twentypercent_index,6,0.020000,0.216000
aquery,twentypercent_index,7,0.019000,0.126000
aquery,twentypercent_index,8,0.018000,0.129000
aquery,twentypercent_index,9,0.019000,0.208000
aquery,twentypercent_index,10,0.020000,0.156000
aquery,twentypercent_index,11,0.021000,0.214000
aquery,twentypercent_scan,1,0.019000,0.208000
aquery,twentypercent_scan,2,0.018000,0.124000
aquery,twentypercent_scan,3,0.018000,0.124000
aquery,twentypercent_scan,4,0.018000,0.125000
aquery,twentypercent_scan,5,0.018000,0.127000
aquery,twentypercent_scan,6,0.018000,0.126000
aquery,twentypercent_scan,7,0.019000,0.132000
aquery,twentypercent_scan,8,0.018000,0.124000
aquery,twentypercent_scan,9,0.019000,0.127000
aquery,twentypercent_scan,10,0.019000,0.208000
aquery,twentypercent_scan,11,0.020000,0.131000
